0	0	10	20	30	40	50	60	70	80	90	100
0	1	1	1	1	1	1	1	1	1	1	1
4	1	1	1	1	1	1	1	1	1	1	1
8	1	1	1	1	1	1	1	1	1	1	1
12	0	1	1	1	1	1	1	1	1	1	1
16	0	0	1	1	1	1	1	1	1	1	1
20	0	0	1	1	1	1	1	1	1	1	1
24	0	0	0	1	1	1	1	1	1	1	1
28	0	0	0	0	1	1	1	1	1	1	1
32	0	0	0	0	0	1	1	1	1	1	1
36	0	0	0	0	0	1	1	1	1	1	1
40	0	0	0	0	0	0	1	1	1	1	1
44	0	0	0	0	0	0	0	1	1	1	1
48	0	0	0	0	0	0	0	0	1	1	1
52	0	0	0	0	0	0	0	0	1	1	1
56	0	0	0	0	0	0	0	0	0	1	1
60	0	0	0	0	0	0	0	0	0	0	1
64	0	0	0	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0	0	0	0
72	0	0	0	0	0	0	0	0	0	0	0
76	0	0	0	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0	0	0	0
92	0	0	0	0	0	0	0	0	0	0	0
96	0	0	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	0	0	0	0	0
104	0	0	0	0	0	0	0	0	0	0	0
